raw_text,model_input,text,transformer_text,label,target,userLang,language_name,app_name,review_date
Very nice app,lang_en Very nice app,lang_en very nice app,Very nice app,positive,2,EN,English,Telegram,2023-09-19 09:01:56
Make it easy to me to install it pls,lang_en Make it easy to me to install it pls,lang_en make it easy to me to install it pls,Make it easy to me to install it pls,positive,2,EN,English,Telegram,2023-09-19 08:55:37
Please show music file size so I gave 5 star....,lang_en Please show music file size so I gave 5 star....,lang_en please show music file size so i gave 5 star....,Please show music file size so I gave 5 star....,negative,0,EN,English,Telegram,2023-09-19 08:49:16
Very bad update I was download the file 3.5GB download complete but file missing,lang_en Very bad update I was download the file 3.5GB download complete but file missing,lang_en very bad update i was download the file 3.5gb download complete but file missing,Very bad update I was download the file 3.5GB download complete but file missing,negative,0,EN,English,Telegram,2023-09-19 08:41:26
Yhhbhu,lang_en Yhhbhu,lang_en yhhbhu,Yhhbhu,positive,2,EN,English,Telegram,2023-09-19 08:40:47
Give 200 rs pay krdio mere ko,lang_en Give 200 rs pay krdio mere ko,lang_en give 200 rs pay krdio mere ko,Give 200 rs pay krdio mere ko,positive,2,EN,English,Telegram,2023-09-19 08:36:42
It bone like telegram,lang_en It bone like telegram,lang_en it bone like telegram,It bone like telegram,negative,0,EN,English,Telegram,2023-09-19 08:28:17
Super,lang_en Super,lang_en super,Super,positive,2,EN,English,Telegram,2023-09-19 08:27:33
Noob,lang_en Noob,lang_en noob,Noob,positive,2,EN,English,Telegram,2023-09-19 08:24:43
VERY GOOD,lang_en VERY GOOD,lang_en very good,VERY GOOD,positive,2,EN,English,Telegram,2023-09-19 08:21:46
Great,lang_en Great,lang_en great,Great,positive,2,EN,English,Telegram,2023-09-19 08:20:47
Nice app,lang_en Nice app,lang_en nice app,Nice app,positive,2,EN,English,Telegram,2023-09-19 08:19:16
Nice,lang_en Nice,lang_en nice,Nice,positive,2,EN,English,Telegram,2023-09-19 08:18:48
-Fast. -Secure. -Powerful. -Private. -Simple. -Social. -Expresive -Open Source. -Synced.,lang_en -Fast. -Secure. -Powerful. -Private. -Simple. -Social. -Expresive -Open Source. -Synced.,lang_en -fast. -secure. -powerful. -private. -simple. -social. -expresive -open source. -synced.,-Fast. -Secure. -Powerful. -Private. -Simple. -Social. -Expresive -Open Source. -Synced.,positive,2,EN,English,Telegram,2023-09-19 08:14:29
I CANT LOG IN TF WRONG WITH THIS APP?,lang_en I CANT LOG IN TF WRONG WITH THIS APP?,lang_en i cant log in tf wrong with this app?,I CANT LOG IN TF WRONG WITH THIS APP?,negative,0,EN,English,Telegram,2023-09-19 08:13:46
VERY GOOD,lang_en VERY GOOD,lang_en very good,VERY GOOD,positive,2,EN,English,Telegram,2023-09-19 08:12:53
VERY GOOD,lang_en VERY GOOD,lang_en very good,VERY GOOD,positive,2,EN,English,Telegram,2023-09-19 08:10:20
Hak Channa,lang_en Hak Channa,lang_en hak channa,Hak Channa,positive,2,EN,English,Telegram,2023-09-19 08:08:00
VERY GOOD,lang_en VERY GOOD,lang_en very good,VERY GOOD,positive,2,EN,English,Telegram,2023-09-19 08:07:38
Nice,lang_en Nice,lang_en nice,Nice,positive,2,EN,English,Telegram,2023-09-19 08:02:03
"can't login to my account for a week, dumb app🖕","lang_en can't login to my account for a week, dumb app🖕","lang_en can't login to my account for a week, dumb app🖕","can't login to my account for a week, dumb app🖕",negative,0,EN,English,Telegram,2023-09-19 07:56:35
Trouble while login Not receiving login code to my email,lang_en Trouble while login Not receiving login code to my email,lang_en trouble while login not receiving login code to my email,Trouble while login Not receiving login code to my email,negative,0,EN,English,Telegram,2023-09-19 07:53:13
Open app not,lang_en Open app not,lang_en open app not,Open app not,negative,0,EN,English,Telegram,2023-09-19 07:45:06
Super,lang_en Super,lang_en super,Super,positive,2,EN,English,Telegram,2023-09-19 07:35:27
Best,lang_en Best,lang_en best,Best,positive,2,EN,English,Telegram,2023-09-19 07:34:25
Thank,lang_en Thank,lang_en thank,Thank,positive,2,EN,English,Telegram,2023-09-19 07:33:58
Qp,lang_en Qp,lang_en qp,Qp,positive,2,EN,English,Telegram,2023-09-19 07:32:32
100 times better than WhatsApp,lang_en 100 times better than WhatsApp,lang_en 100 times better than whatsapp,100 times better than WhatsApp,positive,2,EN,English,Telegram,2023-09-19 07:32:07
"This is the best platform of social media,🥰","lang_en This is the best platform of social media,🥰","lang_en this is the best platform of social media,🥰","This is the best platform of social media,🥰",positive,2,EN,English,Telegram,2023-09-19 07:26:30
Saimanjtgg haje hj,lang_en Saimanjtgg haje hj,lang_en saimanjtgg haje hj,Saimanjtgg haje hj,positive,2,EN,English,Telegram,2023-09-19 07:24:39
Very good,lang_en Very good,lang_en very good,Very good,positive,2,EN,English,Telegram,2023-09-19 07:24:19
I can't access my accnt in telegram😭,lang_en I can't access my accnt in telegram😭,lang_en i can't access my accnt in telegram😭,I can't access my accnt in telegram😭,neutral,1,EN,English,Telegram,2023-09-19 07:23:06
Very good,lang_en Very good,lang_en very good,Very good,positive,2,EN,English,Telegram,2023-09-19 07:22:06
Bhut accha,lang_en Bhut accha,lang_en bhut accha,Bhut accha,positive,2,EN,English,Telegram,2023-09-19 07:21:21
Everything still great except for too many scammers using users contact numbers to recreate another account of users friends to hacked and scammed on Telegram users. Had been a lot adding and send weird links and spamming liked crazy. Please do fix this issue. Its driving me crazy with annoyance.,lang_en Everything still great except for too many scammers using users contact numbers to recreate another account of users friends to hacked and scammed on Telegram users. Had been a lot adding and send weird links and spamming liked crazy. Please do fix this issue. Its driving me crazy with annoyance.,lang_en everything still great except for too many scammers using users contact numbers to recreate another account of users friends to hacked and scammed on telegram users. had been a lot adding and send weird links and spamming liked crazy. please do fix this issue. its driving me crazy with annoyance.,Everything still great except for too many scammers using users contact numbers to recreate another account of users friends to hacked and scammed on Telegram users. Had been a lot adding and send weird links and spamming liked crazy. Please do fix this issue. Its driving me crazy with annoyance.,neutral,1,EN,English,Telegram,2023-09-19 07:06:52
Good,lang_en Good,lang_en good,Good,positive,2,EN,English,Telegram,2023-09-19 07:05:56
Good job,lang_en Good job,lang_en good job,Good job,positive,2,EN,English,Telegram,2023-09-19 07:03:51
Ghu,lang_en Ghu,lang_en ghu,Ghu,positive,2,EN,English,Telegram,2023-09-19 06:55:07
Very helpful App,lang_en Very helpful App,lang_en very helpful app,Very helpful App,positive,2,EN,English,Telegram,2023-09-19 06:55:03
VERY GOOD,lang_en VERY GOOD,lang_en very good,VERY GOOD,positive,2,EN,English,Telegram,2023-09-19 06:48:35
So amazing 😍,lang_en So amazing 😍,lang_en so amazing 😍,So amazing 😍,positive,2,EN,English,Telegram,2023-09-19 06:47:03
Nice app,lang_en Nice app,lang_en nice app,Nice app,negative,0,EN,English,Telegram,2023-09-19 06:41:53
Excellent performance,lang_en Excellent performance,lang_en excellent performance,Excellent performance,positive,2,EN,English,Telegram,2023-09-19 06:40:40
Nice,lang_en Nice,lang_en nice,Nice,negative,0,EN,English,Telegram,2023-09-19 06:40:33
VERY GOOD,lang_en VERY GOOD,lang_en very good,VERY GOOD,positive,2,EN,English,Telegram,2023-09-19 06:35:03
Nice,lang_en Nice,lang_en nice,Nice,positive,2,EN,English,Telegram,2023-09-19 06:29:04
REALLY GOD,lang_en REALLY GOD,lang_en really god,REALLY GOD,positive,2,EN,English,Telegram,2023-09-19 06:27:32
Nice Op App,lang_en Nice Op App,lang_en nice op app,Nice Op App,positive,2,EN,English,Telegram,2023-09-19 06:26:32
Binodkumar 271641gmailcom,lang_en Binodkumar 271641gmailcom,lang_en binodkumar 271641gmailcom,Binodkumar 271641gmailcom,positive,2,EN,English,Telegram,2023-09-19 06:24:53
This App is destroying the lives of the future youth. This App mostly created for Pornographyers.,lang_en This App is destroying the lives of the future youth. This App mostly created for Pornographyers.,lang_en this app is destroying the lives of the future youth. this app mostly created for pornographyers.,This App is destroying the lives of the future youth. This App mostly created for Pornographyers.,negative,0,EN,English,Telegram,2023-09-19 06:22:43
Best App..I am using this to spread meditation and vegetarianism,lang_en Best App..I am using this to spread meditation and vegetarianism,lang_en best app..i am using this to spread meditation and vegetarianism,Best App..I am using this to spread meditation and vegetarianism,positive,2,EN,English,Telegram,2023-09-19 06:19:28
Always not working from many days it seems connecting always,lang_en Always not working from many days it seems connecting always,lang_en always not working from many days it seems connecting always,Always not working from many days it seems connecting always,negative,0,EN,English,Telegram,2023-09-19 06:15:54
Best app,lang_en Best app,lang_en best app,Best app,positive,2,EN,English,Telegram,2023-09-19 06:06:28
Woww so good,lang_en Woww so good,lang_en woww so good,Woww so good,positive,2,EN,English,Telegram,2023-09-19 05:58:30
Galti se bhi paise dekar subcribtion na lena koi fayda nahi. Mera paisa barbad gaya,lang_en Galti se bhi paise dekar subcribtion na lena koi fayda nahi. Mera paisa barbad gaya,lang_en galti se bhi paise dekar subcribtion na lena koi fayda nahi. mera paisa barbad gaya,Galti se bhi paise dekar subcribtion na lena koi fayda nahi. Mera paisa barbad gaya,negative,0,EN,English,Telegram,2023-09-19 05:55:14
Very good,lang_en Very good,lang_en very good,Very good,positive,2,EN,English,Telegram,2023-09-19 05:49:23
